book_id,original_title,isbn13,authors,original_publication_year
3160,Elsewhere,9780312367470.0,Gabrielle Zevin,2005.0
3161,Stay Close,9780525952280.0,Harlan Coben,2012.0
3162,The Quickie,9780316117360.0,"James Patterson, Michael Ledwidge",2007.0
3163,Step on a Crack,9780316013950.0,"James Patterson, Michael Ledwidge",2007.0
3164,Counting by 7s,9780803738550.0,Holly Goldberg Sloan,2013.0
3165,,9780061284470.0,Claudia Gray,2010.0
3166,"A Kiss of Shadows (Merry Gentry, #1)",9780345490650.0,Laurell K. Hamilton,2000.0
3167,Executive Power,9780743453970.0,Vince Flynn,2003.0
3168,Savor the Moment,9781423368880.0,"Nora Roberts, Angela Dawe",2010.0
3169,The Most Dangerous Game,9781599869700.0,Richard Connell,1924.0
3170,Little Brother,9780765319850.0,Cory Doctorow,2008.0
3171,Dearly Devoted Dexter,9781400095930.0,Jeff Lindsay,2005.0
3172,Essential Rumi,9780062509600.0,"Jalaluddin Rumi, Coleman Barks",1273.0
3173,Inside the O'Briens,9781476717780.0,Lisa Genova,2015.0
3174,Memories of Ice,9780765348810.0,Steven Erikson,2001.0
3175,Odd Hours,9780553807060.0,Dean Koontz,2008.0
3176,The Dead Girls' Dance,9780451220900.0,Rachel Caine,2007.0
3177,"The Realms of the Gods (Immortals, #4)",9781416908170.0,Tamora Pierce,1996.0
3178,One Second After,9780765317580.0,William R. Forstchen,2009.0
3179,Gregor and the Curse of the Warmbloods,9780439656240.0,Suzanne Collins,2005.0
3180,The Lover's Dictionary,9780374193680.0,David Levithan,2011.0
3181,Art Through the Ages ,9780155050910.0,"Helen Gardner, Fred S. Kleiner, Christin J. Mamiya",1926.0
3182,The Wishsong of Shannara ,9781857231330.0,Terry Brooks,1985.0
3183,The Darkest Kiss,9780373772320.0,Gena Showalter,2008.0
3184,The Sugar Queen,9780553805500.0,Sarah Addison Allen,2008.0
3185,Pure,9780983157230.0,Jennifer L. Armentrout,2012.0
3186,Purple Hibiscus,9780007189880.0,Chimamanda Ngozi Adichie,2003.0
3187,No One Belongs Here More Than You,9780743299400.0,Miranda July,2005.0
3188,Hammered,9780345522480.0,Kevin Hearne,2011.0
3189,No Rest for the Wicked,9781416509880.0,Kresley Cole,2006.0
3190,Extreme Measures,9781416599400.0,Vince Flynn,2008.0
3191,"Saga, Volume Four",9781632150780.0,"Brian K. Vaughan, Fiona Staples",2014.0
3192,A Beautiful Wedding,9781476759550.0,Jamie McGuire,2013.0
3193,Bad Monkey,9780307272590.0,Carl Hiaasen,2013.0
3194,Sisterland,9781400068320.0,Curtis Sittenfeld,2013.0
3195,"Juliet, Naked",9781594488870.0,Nick Hornby,2009.0
3196,Chicken Soup for the Soul,9781558749210.0,"Jack Canfield, Mark Victor Hansen",1993.0
3197,Tears of the Giraffe,9780349116660.0,Alexander McCall Smith,2000.0
3198,The Concrete Blonde,9780446617580.0,Michael Connelly,1994.0
3199,,,C.J. Roberts,2012.0
3200,Carpe Jugulum,9780061051590.0,Terry Pratchett,1998.0
3201,The Warlord Wants Forever,,Kresley Cole,2006.0
3202,Bluebeard,9780385333510.0,Kurt Vonnegut Jr.,1987.0
3203,"Good Faeries, Bad Faeries",9780684847820.0,"Brian Froud, Terry Windling",1998.0
3204,,9780316043880.0,Elin Hilderbrand,2010.0
3205,Cycle of the Werewolf,9780451822190.0,"Stephen King, Bernie Wrightson",1983.0
3206,The Devil's Arithmetic,9780142401100.0,Jane Yolen,1988.0
3207,The World Without Us,9780312347290.0,Alan Weisman,2007.0
3208,"Isaac's Storm: A Man, a Time, and the Deadliest Hurricane in History",9780375708280.0,Erik Larson,1999.0
3209,The Rumor,9780316334520.0,Elin Hilderbrand,2015.0
3210,Orlando: A Biography,9780141184270.0,Virginia Woolf,1928.0
3211,Thanks for the Memories,9780007233690.0,Cecelia Ahern,2008.0
3212,Agnes Grey,9780140432110.0,"Anne Brontë, Angeline Goreau",1847.0
3213,Angels Fall,9780399153720.0,Nora Roberts,2006.0
3214,Pursuit of Honor,9781416595170.0,Vince Flynn,2009.0
3215,"Acheron (Dark-Hunter, #15) - Part 1",9780312362160.0,Sherrilyn Kenyon,2008.0
3216,South of Broad,9780385413050.0,Pat Conroy,2009.0
3217,The Birth House,9780676977740.0,Ami McKay,2006.0
3218,Fade,9781416953590.0,Lisa McMann,2009.0
3219,The Little Friend,9781400031700.0,Donna Tartt,2002.0
3220,Percy Jackson and the Olympians Boxed Set,9781423113490.0,Rick Riordan,2008.0
3221,Savvy,9780803733060.0,Ingrid Law,2008.0
3222,The Book of Basketball: The NBA According to The Sports Guy,9780345511770.0,Bill Simmons,2009.0
3223,London Bridges,9780446613350.0,James Patterson,2004.0
3224,لا تحزن,,عائض القرني,2003.0
3225,Wings of Fire: An Autobiography,9788173711470.0,"A.P.J. Abdul Kalam, Arun Tiwari",1999.0
3226,The Ripper,9780062113930.0,"L.J. Smith, Kevin Williamson, Julie Plec",2011.0
3227,The Signal and the Noise: Why So Many Predictions Fail - But Some Don't,9781594204110.0,Nate Silver,2012.0
3228,Salt to the Sea,9780399160300.0,Ruta Sepetys,2016.0
3229,The Body in the Library,9781579126260.0,Agatha Christie,1942.0
3230,The Lord of the Rings: The Art of The Fellowship of the Ring,9780618212900.0,Gary Russell,2002.0
3231,"Backstage Pass (Sinners on Tour, #1)",9781402244420.0,Olivia Cunning,2010.0
3232,The Story About Ping,9780448421650.0,"Marjorie Flack, Kurt Wiese",1933.0
3233,Tales from a Not-So-Popular Party Girl,9781416986560.0,Rachel Renée Russell,2010.0
3234,Farmer Boy,9780060885380.0,"Laura Ingalls Wilder, Garth Williams",1933.0
3235,Start with Why: How Great Leaders Inspire Everyone to Take Action,9781591842800.0,Simon Sinek,2009.0
3236,The All-Girl Filling Station's Last Reunion,9781400065940.0,Fannie Flagg,2013.0
3237,Bastard Out of Carolina,9780452287050.0,Dorothy Allison,1992.0
3238,Beauty Queens,9780439895970.0,Libba Bray,2011.0
3239, Daemon,9780525951120.0,Daniel Suarez,2006.0
3240,The Burden of Proof,9780446677130.0,Scott Turow,1990.0
3241,Crooked Kingdom,,Leigh Bardugo,2016.0
3242,Born Free: A Lioness of Two Worlds,9780375714380.0,Joy Adamson,1960.0
3243,The Stars My Destination,9780679767800.0,"Alfred Bester, Neil Gaiman",1955.0
3244,,9780439968090.0,Tamora Pierce,2004.0
3245,Cruel Beauty,9780062224740.0,Rosamund Hodge,2014.0
3246,The Rise of Endymion,9780553572990.0,Dan Simmons,1997.0
3247,Endymion,9780553572940.0,Dan Simmons,1996.0
3248,The Arrival,9780734406940.0,Shaun Tan,2006.0
3249,Calamity,9780385743600.0,Brandon Sanderson,2016.0
3250,Shopgirl: A Novella,9780786891080.0,Steve Martin,2000.0
3251,,,مصطفى محمود,1974.0
3252,Tom Sawyer & Huckleberry Finn,9780451528640.0,Mark Twain,1876.0
3253,The Woman Upstairs,9780307596900.0,Claire Messud,2013.0
3254,The Stupidest Angel: A Heartwarming Tale of Christmas Terror,9780060842350.0,Christopher Moore,2004.0
3255,The Beautiful and Damned,9780743451500.0,F. Scott Fitzgerald,1922.0
3256,Confessiones Sancti Patris nostri Augustini,9780192833720.0,"Augustine of Hippo, Henry Chadwick, Albert Cook Outler",397.0
3257,Our Souls at Night,9781101875900.0,Kent Haruf,2015.0
3258,Carolina Moon,9780515130390.0,Nora Roberts,2000.0
3259,The Painted Girls,9781594486240.0,Cathy Marie Buchanan,2012.0
3260,UnEnchanted,,Chanda Hahn,2011.0
3261,"The Bedwetter: Stories of Courage, Redemption and Pee",,Sarah Silverman,2010.0
3262,The Talented Mr. Ripley,9780393332150.0,Patricia Highsmith,1955.0
3263,Chain Reaction,9780802720870.0,Simone Elkeles,2011.0
3264,Noble House,9780440164840.0,James Clavell,1981.0
3265,Dark Prince,9780843955290.0,Christine Feehan,1999.0
3266,NARUTO -ナルト- 巻ノ四十三 ,9784088745530.0,Masashi Kishimoto,2008.0
3267,The Shining Girls,9780316216850.0,Lauren Beukes,2013.0
3268,The Zookeeper's Wife: A War Story,9780393061730.0,Diane Ackerman,2007.0
3269,Slade House,9780812998690.0,David Mitchell,2015.0
3270,An Astronaut’s Guide to Life on Earth,9780316253020.0,Chris Hadfield,2013.0
3271,"Ink Exchange (Wicked Lovely, #2)",9780061214680.0,Melissa Marr,2008.0
3272,نسيان كوم,9789953891220.0,"أحلام مستغانمي, Ahlam Mosteghanemi",2009.0
3273,Bleachers,9780099468200.0,John Grisham,2003.0
3274,Hop on Pop,9780007158490.0,Dr. Seuss,1963.0
3275,,9780439682590.0,"J.K. Rowling, Mary GrandPré",2003.0
3276,Skeleton Key,9780142406140.0,Anthony Horowitz,2002.0
3277,Gone for Good,9780440236730.0,Harlan Coben,2002.0
3278,The Mad Ship,9780006498860.0,Robin Hobb,1999.0
3279,Inside the Human Body,9780590414270.0,"Joanna Cole, Bruce Degen",1989.0
3280,Lost Light,9780446611630.0,Michael Connelly,2003.0
3281,The Iron Trial,9780545522250.0,"Holly Black, Cassandra Clare",2014.0
3282,A Game of Thrones - The Graphic Novel Volume 1,9780440423220.0,"Daniel Abraham, George R.R. Martin, Tommy Patterson",2011.0
3283,The Carrie Diaries,9780061728910.0,Candace Bushnell,2010.0
3284,Jewel (Oprah's Book Club) ,9780671042580.0,Bret Lott,1991.0
3285,,9780062300800.0,Veronica Roth,2013.0
3286,Tribulation Force: The Continuing Drama of Those Left Behind,9780842329220.0,"Tim LaHaye, Jerry B. Jenkins",1996.0
3287,Food Rules,9780143116390.0,Michael Pollan,2008.0
3288,في قلبي أنثى عبرية,9789776376440.0,خولة حمدي,2012.0
3289,Vampire Kisses,9780060093360.0,Ellen Schreiber,2003.0
3290,Fly Away,9780312577220.0,Kristin Hannah,2013.0
3291,Stone of Farewell,9780756402980.0,Tad Williams,1990.0
3292,The Exploits of Sherlock Holmes,9780517203380.0,"Adrian Conan Doyle, John Dickson Carr",1954.0
3293,One True Thing,9780812976180.0,Anna Quindlen,1994.0
3294,Storia di chi fugge e di chi resta,9781609452230.0,"Elena Ferrante, Ann Goldstein",2013.0
3295,The Novice,9781841493140.0,Trudi Canavan,2002.0
3296,Then We Came to the End,9780316016380.0,Joshua Ferris,2007.0
3297,One Week Girlfriend,9780988369470.0,Monica  Murphy,2013.0
3298,Ship of Destiny,9780553575650.0,Robin Hobb,2000.0
3299,A Week in Winter,9781409114000.0,Maeve Binchy,2012.0
3300,Calico Joe,9780385536070.0,John Grisham,2012.0
3301,花ざかりの君たちへ 1,9781591163300.0,"Hisaya Nakajo, David Ury",1997.0
3302,Daughter of the Forest,9780765343440.0,Juliet Marillier,1999.0
3303,The Very Busy Spider ,9780399229190.0,Eric Carle,1984.0
3304,Freckle Juice,9789991373770.0,Judy Blume,1978.0
3305,Linchpin: Are You Indispensable?,9781591843160.0,Seth Godin,2010.0
3306,Just So Stories for Little Children,9780517266560.0,Rudyard Kipling,1902.0
3307,The River of Doubt: Theodore Roosevelt's Darkest Journey,9780767913740.0,Candice Millard,2005.0
3308,Complications: A Surgeon's Notes on an Imperfect Science,9780312421700.0,"Atul Gawande, Susanne Kuhlmann-Krieg",2002.0
3309,Side Jobs: Stories From The Dresden Files,9780451463650.0,Jim Butcher,2010.0
3310,La chambre claire. Note sur la photographie,9780374521350.0,"Roland Barthes, Richard Howard",1980.0
3311,The Hundred Secret Senses,9780804111100.0,Amy Tan,1995.0
3312,Pretty Baby,9780778317710.0,Mary Kubica,2015.0
3313,The Gargoyle,9780385524940.0,Andrew Davidson,2008.0
3314,Quicksilver,9780060593090.0,Neal Stephenson,2003.0
3315,,9781250040150.0,"Elizabeth  Smart, Chris Stewart",2013.0
3316,The Fairy-Tale Detectives,9780810959260.0,"Michael Buckley, Peter Ferguson",2005.0
3317,Mort - playtext,9780552144290.0,"Terry Pratchett, Stephen Briggs",1996.0
3318,Birthmarked,9781596435700.0,Caragh M. O'Brien,2010.0
3319,Skulduggery Pleasant,9780061231160.0,"Derek Landy, Tom Percival",2007.0
3320,The Philosophy of Andy Warhol (From A to B and Back Again),9780156717200.0,Andy Warhol,1975.0
3321,Pale Fire,9780141185260.0,Vladimir Nabokov,1962.0
3322,The Lady and the Unicorn,9780452285450.0,Tracy Chevalier,2003.0
3323,A Christmas Carol and Other Christmas Writings,9780140439050.0,"Charles Dickens, Michael Slater",1843.0
3324,One More Thing: Stories and Other Stories,9780385351840.0,B.J. Novak,2014.0
3325,,9780552144320.0,"Terry Pratchett, Stephen Briggs",1997.0
3326,Carpe Corpus,9780451227200.0,Rachel Caine,2009.0
3327,The Shock of the Fall,9780007491440.0,Nathan Filer,2013.0
3328,Asylum,9780062220970.0,Madeleine Roux,2013.0
3329,The Heart Goes Last,9780385540350.0,Margaret Atwood,2015.0
3330,A Fistful of Charms,9780060788190.0,Kim Harrison,2006.0
3331,Desiring God: Meditations of a Christian Hedonist,9781590521200.0,John Piper,1986.0
3332,The Coldest Girl in Coldtown,9780316213100.0,Holly Black,2013.0
3333,Skinny Dip,9780446615130.0,Carl Hiaasen,2004.0
3334,The Marriage of Opposites,9781451693590.0,Alice Hoffman,2015.0
3335,,9780547386070.0,Jonah Lehrer,2012.0
3336,Feast of Fools,9780451224640.0,Rachel Caine,2008.0
3337,UnWholly,9781442423690.0,Neal Shusterman,2012.0
3338,Consider the Lobster,9780316156110.0,David Foster Wallace,2005.0
3339,The Atlantis Complex,9781423128200.0,Eoin Colfer,2010.0
3340,Merrick,9780345422410.0,Anne Rice,2000.0
3341,The Bands of Mourning,,Brandon Sanderson,2016.0
3342,Le Mythe de Sisyphe,9780679733740.0,"Albert Camus, Justin O'Brien",1942.0
3343,"Someday, Someday, Maybe ",9780345532750.0,Lauren Graham,2013.0
3344,Mountain Interval,9780486275500.0,Robert Frost,1916.0
3345,Simon vs. the Homo Sapiens Agenda,9780062348680.0,Becky Albertalli,2015.0
3346,Wives and Daughters,9780140434780.0,"Elizabeth Gaskell, Pam Morris",1866.0
3347,Splintered,9781419704280.0,A.G. Howard,2013.0
3348,The Little House,9780395181560.0,Virginia Lee Burton,1942.0
3349,Se questo è un uomo,9780684826810.0,"Primo Levi, Stuart J. Woolf, Philip Roth",1947.0
3350,The Wizard Heir,9781423104870.0,Cinda Williams Chima,2007.0
3351,L'île mystérieuse,9780812972120.0,"Jules Verne, Caleb Carr, Jordan Stump",1874.0
3352,Girl in Hyacinth Blue,9780140296280.0,Susan Vreeland,1999.0
3353,Sylvester and the Magic Pebble,9780671661540.0,William Steig,1969.0
3354,The Lady of the Rivers,9781847374590.0,Philippa Gregory,2011.0
3355,Live Wire,9780525952060.0,Harlan Coben,2011.0
3356,Escape,9780767927570.0,"Carolyn Jessop, Laura Palmer",2007.0
3357,The Collectors,9780446531090.0,David Baldacci,2006.0
3358,"The Hitchhiker's Guide to the Galaxy: The Trilogy of Four (Hitchhiker's Guide, #1-4)",9780330316120.0,Douglas Adams,1986.0
3359,Maskerade,9780575058090.0,Terry Pratchett,1995.0
3360,Lord Foul's Bane,9780345348650.0,Stephen R. Donaldson,1977.0
3361,"First, Break All the Rules: What the World's Greatest Managers Do Differently ",9780684852870.0,"Marcus Buckingham, Curt Coffman",1998.0
3362,The Last Continent,9780552154180.0,Terry Pratchett,1998.0
3363,,9780679882820.0,Dr. Seuss,1963.0
3364,Our Town: A Play in Three Acts,9780060512640.0,"Thornton Wilder, Donald Margulies, Tappan Wilder",1938.0
3365,Heartless,9780061566160.0,Sara Shepard,2010.0
3366,Echo Park,9780316734950.0,Michael Connelly,2006.0
3367,The Winner,9780446522600.0,David Baldacci,1997.0
3368,,9781442465950.0,Emily Carroll,2014.0
3369,Ark Angel,9780142407390.0,Anthony Horowitz,2005.0
3370,Momo,9783522168570.0,Michael Ende,1973.0
3371,The Last Town,,Blake Crouch,2014.0
3372,Saint Anything,9780451474700.0,Sarah Dessen,2015.0
3373,The Twelve Tribes of Hattie,9780385350280.0,Ayana Mathis,2012.0
3374,The Taking,9780553584510.0,Dean Koontz,2004.0
3375,If There Be Thorns,9780671729460.0,V.C. Andrews,1981.0
3376,Owl Moon,9780399214580.0,"Jane Yolen, John Schoenherr",1987.0
3377, Игрок ,9780812966930.0,"Fyodor Dostoyevsky, Constance Garnett, Gary Saul Morson",1866.0
3378,Frost Burned,9780441020010.0,Patricia Briggs,2013.0
3379,Le Père Goriot,9780393971670.0,Honoré de Balzac,1834.0
3380,Sorgenfri,9780061655500.0,"Jo Nesbø, Don Bartlett",2002.0
3381,The Collected Poems,9780808595040.0,"Sylvia Plath, Ted Hughes",1981.0
3382,Night Play,9780312992420.0,Sherrilyn Kenyon,2004.0
3383,Aleph,9788575425770.0,Paulo Coelho,2010.0
3384,Perfection,9780983212550.0,R.L. Mathewson,2011.0
3385,Too Big to Fail The Inside Story of How Wall Street and Washington Fought to Save the Financial System from Crisis - and Lost,9780670021250.0,Andrew Ross Sorkin,2008.0
3386,Magic Hour,9780345467540.0,Kristin Hannah,2006.0
3387,The Winter of our Discontent,9780143039490.0,"John Steinbeck, Susan Shillinglaw",1961.0
3388,"Absalom, Absalom!",9780679732180.0,William Faulkner,1936.0
3389,Girl Online,9780141357270.0,"Zoe Sugg, Siobhan Curham",2014.0
3390,Caddie Woodlawn,9781416940290.0,Carol Ryrie Brink,1935.0
3391,,9780345542960.0,Janet Evanovich,2015.0
3392,Knowing God,9780830816510.0,J.I. Packer,1973.0
3393,The Halfling's Gem,9780786938250.0,R.A. Salvatore,1990.0
3394,Hold Tight,9780525950610.0,Harlan Coben,2008.0
3395,The Sandman: The Kindly Ones,9781563892040.0,"Neil Gaiman, Marc Hempel, Richard Case, D'Israeli, Teddy Kristiansen, Glyn Dillon, Charles Vess, Dean Ormston, Kevin Nowlan, Todd Klein, Frank McConnell",1996.0
3396,The Sandman: Worlds' End,9781563891700.0,"Neil Gaiman, Mike Allred, Gary Amaro, Mark Buckingham, David Giordano, Tony Harris, Steve Leialoha, Vince Locke, Shea Anton Pensa, Alec Stevens, Bryan Talbot, John Watkiss, Todd Klein, Michael Zulli, Stephen King",1995.0
3397,The Chrysalids,9780140013080.0,John Wyndham,1955.0
3398,,9780688159320.0,"Hans Christian Andersen, Jerry Pinkney",1843.0
3399,The Mastery of Love: A Practical Guide to the Art of Relationship (Toltec Wisdom Book),9781878424440.0,Miguel Ruiz,1999.0
3400,The End of the Affair,9780099478450.0,"Graham Greene, Monica Ali",1951.0
3401,Who Do You Love,9781451617820.0,Jennifer Weiner,2015.0
3402,Bambi - Eine Lebensgeschichte aus dem Walde,9780671666070.0,"Felix Salten, Barbara Cooney",1923.0
3403,The Lathe of Heaven,9780060512740.0,Ursula K. Le Guin,1971.0
3404,Ἰστορίαι,9780140449080.0,"Herodotus, Aubrey de Sélincourt, John M. Marincola",-440.0
3405,Driven,,K. Bromberg,2013.0
3406,The Dante Club,9780345490380.0,Matthew Pearl,2003.0
3407,The Shelters of Stone,9780553382620.0,Jean M. Auel,2002.0
3408,Hunting Ground,9780441017390.0,Patricia Briggs,2009.0
3409,O vencedor está só,9780061750440.0,Paulo Coelho,2008.0
3410,Centennial,9780449214190.0,James A. Michener,1974.0
3411,The Body Finder,9780061779820.0,Kimberly Derting,2010.0
3412,Enduring Love,9780099481250.0,Ian McEwan,1997.0
3413,"First Things First: To Live, to Love, to Learn, to Leave a Legacy",9780684802040.0,"Stephen R. Covey, A. Roger Merrill, Rebecca R. Merrill",1993.0
3414,Dragonsong ,9781416925000.0,Anne McCaffrey,1976.0
3415,Annie on My Mind,9780374404150.0,Nancy Garden,1982.0
3416,Pirate Latitudes,9780061929370.0,Michael Crichton,2009.0
3417,Motherless Brooklyn,9780375724830.0,Jonathan Lethem,1999.0
3418,Noughts & Crosses,9780552555710.0,Malorie Blackman,2001.0
3419,Incidents in the Life of a Slave Girl Written by Herself,9780486419310.0,Harriet Jacobs,1861.0
3420,The Enchantress,9780385735350.0,Michael Scott,2012.0
3421,Washington: A Life,9781594202670.0,Ron Chernow,2010.0
3422,Come Away with Me,,Kristen Proby,2012.0
3423,Secrets of the Millionaire Mind: Mastering the Inner Game of Wealth,9780060763280.0,T. Harv Eker,2005.0
3424,"Taken at Dusk (Shadow Falls, #3)",9780312624700.0,C.C. Hunter,2012.0
3425,Wonder Boys,9783423124170.0,"Michael Chabon, Hans Hermann",1995.0
3426,,,Molly McAdams,2012.0
3427,The Buddha in the Attic,9780307700000.0,Julie Otsuka,2011.0
3428,Fierce Invalids Home From Hot Climates,9780553379330.0,Tom Robbins,2000.0
3429,The Winter People,9780385538500.0,Jennifer McMahon,2014.0
3430,The Lying Game,9780061869710.0,Sara Shepard,2010.0
3431,Body Double,9780345458940.0,Tess Gerritsen,2004.0
3432,The Opposite of Loneliness,9781476753610.0,Marina Keegan,2014.0
3433,La solitudine dei numeri primi,9780670021480.0,"Paolo Giordano, Shaun Whiteside",2008.0
3434,Clash,2940015136290.0,Nicole  Williams,2012.0
3435,"Fortunately, the Milk",9780062224070.0,"Neil Gaiman, Skottie Young",2013.0
3436,"Ms. Marvel, Vol. 1: No Normal",9780785190220.0,"G. Willow Wilson, Adrian Alphona",2014.0
3437,Slave to Sensation,9780425212870.0,Nalini Singh,2006.0
3438,فلتغفرى,9786144320650.0,أثير عبدالله النشمي,2013.0
3439,Al Capone Does My Shirts,9780142403710.0,Gennifer Choldenko,2004.0
3440,The Fall,9780061558220.0,"Guillermo del Toro, Chuck Hogan",2009.0
3441,The Raven King,9780545424980.0,Maggie Stiefvater,2016.0
3442,Bringing up Bébé,9780449010880.0,"Pamela Druckerman, Abby Craden",2012.0
3443,Portrait of a Killer: Jack The Ripper - Case Closed,9780425192730.0,Patricia Cornwell,2002.0
3444,The Thief,9780060824980.0,Megan Whalen Turner,1996.0
3445,Succubus Blues,9780758216410.0,Richelle Mead,2007.0
3446,When God Was a Rabbit,9780755379290.0,Sarah Winman,2011.0
3447,Love & Misadventure,9780473235500.0,Lang Leav,2013.0
3448,The Forgotten God: Reversing Our Tragic Neglect of the Holy Spirit,9781434767950.0,"Francis Chan, Danae Yankoski",2009.0
3449,Term Limits,9780671023190.0,Vince Flynn,1997.0
3450,"Crooked Letter, Crooked Letter",9780060594660.0,Tom Franklin,2009.0
3451,Briefe an einen jungen Dichter,9780486422460.0,"Rainer Maria Rilke, Reginald Snell, Franz Xaver Kappus",1929.0
3452,Princess in the Spotlight,9780064472790.0,Meg Cabot,2001.0
3453,Of Poseidon,9781250003320.0,Anna Banks,2012.0
3454,"Night Embrace (Dark-Hunter, #2)",9780312984820.0,Sherrilyn Kenyon,2002.0
3455,The Lake House,9780446696590.0,James Patterson,2003.0
3456,Run,9780061340640.0,Ann Patchett,2007.0
3457,Les Fleurs du mal,9780879234620.0,"Charles Baudelaire, Richard Howard",1857.0
3458,The Heist,9780345543070.0,"Janet Evanovich, Lee Goldberg",2013.0
3459,Les Liaisons dangereuses,9780192838670.0,"Pierre-Ambroise Choderlos de Laclos, Douglas Parmée",1782.0
3460,The Railway Children,9780486410230.0,E. Nesbit,1906.0
3461,The Last Mile,9781455566020.0,David Baldacci,2016.0
3462,Snuff,9780385619260.0,Terry Pratchett,2011.0
3463,Magic Slays,9780441020420.0,Ilona Andrews,2011.0
3464,The Doors of Perception & Heaven and Hell,9780060595180.0,Aldous Huxley,1956.0
3465,"Rich Man, Poor Man",9780440174240.0,Irwin Shaw,1969.0
3466,What She Knew (Burnt Paper Sky),9780062413860.0,Gilly Macmillan,2015.0
3467,The Black Box,9780316069430.0,Michael Connelly,2012.0
3468,The Rapture of Canaan,9780425162450.0,Sheri Reynolds,1995.0
3469,"Alas, Babylon",9780060741880.0,Pat Frank,1959.0
3470,The Third Option,9780743499700.0,Vince Flynn,2000.0
3471,The Stonekeeper,9780439846810.0,Kazu Kibuishi,2008.0
3472,The Complete Stories,9780374515360.0,Flannery O'Connor,1971.0
3473,Dark Reunion,9781847386820.0,L.J. Smith,1991.0
3474,Tower Lord,9780425265630.0,Anthony  Ryan,2014.0
3475,Look Again,9780312380720.0,Lisa Scottoline,2009.0
3476,Fever Pitch,9781573226880.0,Nick Hornby,1992.0
3477,Pandora,9788466302940.0,Anne Rice,1998.0
3478,Tricked,9780345533620.0,Kevin Hearne,2012.0
3479,The Coldest Winter Ever,9781416521690.0,Sister Souljah,1999.0
3480,"Zen Mind, Beginner's Mind",9780834800790.0,Shunryu Suzuki,1970.0
3481,채식주의자 ,9780553448180.0,"Han Kang, Deborah     Smith",2007.0
3482,Das Schloß,9780805211060.0,"Franz Kafka, Mark Harman, Regaip Minareci, Şerif Yeşilbucak",1926.0
3483,Emperor of Thorns,9780425256860.0,Mark  Lawrence,2013.0
3484,A Modest Proposal,9781605977270.0,Jonathan Swift,1729.0
3485,Letter to a Christian Nation,9780307265780.0,Sam Harris,2006.0
3486,The Vampire Diaries: The Return: Shadow Souls ,9780061720820.0,L.J. Smith,2010.0
3487,When It Happens,9780670060290.0,Susane Colasanti,2006.0
3488,The Rise of Theodore Roosevelt ,9780375756790.0,Edmund Morris,1979.0
3489,Doomsday Book,9780553562740.0,Connie Willis,1992.0
3490,The Escape,9781455521200.0,David Baldacci,2014.0
3491,Just Mercy: A Story of Justice and Redemption,9780812994520.0,Bryan Stevenson,2014.0
3492,The Seeress of Kell,9780552148060.0,David Eddings,1991.0
3493,"Many Lives, Many Masters",9780446520590.0,Brian L. Weiss,1988.0
3494,The Burning Room,9780316225940.0,Michael Connelly,2014.0
3495,"Never Eat Alone: And Other Secrets to Success, One Relationship at a Time",9780385512050.0,Keith Ferrazzi,2005.0
3496,"This Side of the Grave (Night Huntress, #5)",9780061783180.0,Jeaniene Frost,2011.0
3497,First Test,9780679889180.0,Tamora Pierce,1999.0
3498,On the Jellicoe Road,9780670070300.0,Melina Marchetta,2006.0
3499,The Natural Way to Draw,9780395530080.0,"Kimon Nicolaides, Mamie Harmon",1941.0
3500,Streams of Silver (Icewind Dale #2),9780880386720.0,R.A. Salvatore,1989.0
3501,Angry Housewives Eating Bon Bons,9780345475700.0,Lorna Landvik,2003.0
3502,Flora and Ulysses: The Illuminated Adventures,9780763660410.0,"Kate DiCamillo, K.G. Campbell",2013.0
3503,If You Could See Me Now,9781401308670.0,Cecelia Ahern,2005.0
3504,The Known World,9780061159180.0,Edward P. Jones,2003.0
3505,Giovanni's Room,9780141186350.0,James     Baldwin,1956.0
3506, 絶対彼氏 (Zettai Kareshi) 1,9781421500160.0,Yuu Watase,
3507,The Gods of Guilt,9780316069520.0,Michael Connelly,2013.0
3508,Du côté de chez Swann,9780142437960.0,"Marcel Proust, Simon Vance, Lydia Davis",1913.0
3509,"The Little Mouse, the Red Ripe Strawberry, and the Big Hungry Bear",9780859536590.0,"Don    Wood, Audrey Wood",1984.0
3510,"Cerulean Sins (Anita Blake, Vampire Hunter, #11)",9780515136810.0,Laurell K. Hamilton,2003.0
3511,Eva Luna,9780553280590.0,"Isabel Allende, Margaret Sayers Peden",1987.0
3512,Robopocalypse,9780385533850.0,Daniel H. Wilson,2011.0
3513,Fear Nothing ,9780553579760.0,Dean Koontz,1998.0
3514,First Drop of Crimson,9780061583220.0,Jeaniene Frost,2010.0
3515,Plum Lucky ,9780312377630.0,Janet Evanovich,2008.0
3516,This Charming Man,9780718149120.0,Marian Keyes,2008.0
3517,The 8th Confession,9781846052580.0,"James Patterson, Maxine Paetro",2009.0
3518,"The Secret Diary of Adrian Mole, Aged 13 3/4",9780060533990.0,Sue Townsend,1982.0
3519,The Razor's Edge,9781400034210.0,W. Somerset Maugham,1944.0
3520,Amphigorey,9780399504330.0,Edward Gorey,1972.0
3521,Neverwhere Graphic Novel,9781401210080.0,"Mike Carey, Glenn Fabry, Neil Gaiman",1996.0
3522,Some Girls Bite,9780451226260.0,Chloe Neill,2009.0
